id,department,tenure,job_role,monthly_income,age,overtime,distance_from_home,engagementScore,job_satisfaction,environment_satisfaction,work_life_balance,attrition,comment,sentiment_score,positive_score,neutral_score,negative_score,sentiment,textblob_polarity,textblob_subjectivity,extracted_keywords,overtime_encoded,predicted_engagement,risk_cluster,turnover_risk,attrition_probability
1174,Research & Development,3,Healthcare Representative,8008,36,No,5,48,1,2,3,0,The work in Healthcare Representative is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"healthcare, representative, challenges, balance, overtime",0,47.51332249066685,0,Medium,0.2068575462141398
1175,Research & Development,7,Manufacturing Director,5206,25,No,2,82,3,4,3,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",0,82.34178408721417,1,Low,0.0993949686041858
1176,Research & Development,5,Manufacturing Director,5295,39,No,12,72,2,4,3,0,Very satisfied with my role after 5 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,72.33408267985462,1,Low,0.160211545890812
1177,Research & Development,4,Research Director,16413,49,No,22,50,2,1,3,0,Decent experience in Research & Development but career advancement opportunities could be better after 4 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",0,50.06826821828333,2,Low,0.14465906686169897
1178,Research & Development,14,Research Director,13269,50,No,17,62,1,4,3,0,Decent experience in Research & Development but career advancement opportunities could be better after 14 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",0,62.31583858576117,2,Low,0.08512690930308313
1179,Sales,2,Sales Representative,2783,20,No,2,75,3,3,3,0,Great career growth opportunities in Sales Representative. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, sales",0,74.93550412302783,1,Low,0.18155896240898184
1180,Research & Development,11,Research Scientist,5433,34,No,3,72,2,4,3,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",0,72.3436845966764,1,Low,0.11175185251652221
1181,Research & Development,4,Laboratory Technician,2013,36,No,7,50,2,1,3,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,50.12602269015913,0,Medium,0.3130306134249503
1182,Research & Development,15,Healthcare Representative,13966,49,Yes,6,75,3,3,3,0,Very satisfied with my role after 15 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",1,74.91364909517208,2,Low,0.04004967797246623
1183,Research & Development,3,Manufacturing Director,4374,36,No,1,82,3,4,3,0,Very satisfied with my role after 3 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,82.33562929761453,1,Low,0.11637748938566549
1184,Research & Development,5,Healthcare Representative,6842,36,No,3,62,1,4,3,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,62.330499343186204,0,Medium,0.15573360967514008
1185,Research & Development,10,Manager,17426,54,No,22,68,3,2,3,0,The work in Manager is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.198,0.802,0.0,Positive,0.25,0.75,"manager, challenges, balance, overtime, requirements",0,67.48490213161685,2,Low,0.056457115429161944
1186,Research & Development,14,Research Director,17603,43,No,15,75,3,3,3,0,Very satisfied with my role after 14 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,74.89972471745926,2,Low,0.035730892785020577
1187,Sales,11,Sales Executive,4581,35,Yes,12,100,4,4,4,1,Great career growth opportunities in Sales Executive. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, sales",1,99.77608724702779,1,Low,0.06819379520583099
1188,Research & Development,13,Research Scientist,4735,38,No,1,100,4,4,4,0,Very satisfied with my role after 13 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,99.77911442527633,1,Low,0.04542829082219922
1189,Sales,10,Sales Executive,4187,29,Yes,5,42,2,1,2,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",1,42.70194612642871,0,Medium,0.2710733589720617
1190,Sales,6,Sales Executive,5505,33,No,2,92,4,4,3,0,I really appreciate the Sales team culture. Work-life balance is excellent and management is supportive.,0.8357,0.426,0.574,0.0,Positive,0.5666666666666667,0.7333333333333334,"sales, team, culture, balance, excellent",0,92.33548719013184,1,Low,0.07620154502134781
1191,Research & Development,9,Research Scientist,5470,32,No,2,65,2,4,2,0,The work in Research Scientist is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"research, scientist, challenges, balance, overtime",0,64.91761045223971,0,Medium,0.1260470019507663
1192,Sales,10,Sales Executive,5476,31,No,5,70,4,1,3,0,Great career growth opportunities in Sales Executive. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, sales",0,70.12044610067251,1,Low,0.12994961760077814
1193,Research & Development,2,Laboratory Technician,2587,49,Yes,16,55,1,4,2,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",1,54.9059993686239,0,Medium,0.3462653363084442
1194,Research & Development,4,Laboratory Technician,2440,38,No,2,72,2,4,3,0,Very satisfied with my role after 4 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,72.34273642419743,1,Low,0.1748983371403763
1195,Sales,3,Manager,15972,47,No,2,58,2,2,3,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,57.47868334360134,2,Low,0.0822891613406378
1196,Research & Development,8,Manager,15379,49,No,1,75,3,3,3,0,Very satisfied with my role after 8 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,74.89539305876235,2,Low,0.042098064428944815
1197,Sales,2,Sales Executive,7082,41,Yes,23,82,3,4,3,0,Very satisfied with my role after 2 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",1,82.3243640381303,1,Low,0.14616293776349676
1198,Sales,2,Sales Representative,2728,20,No,9,62,1,4,3,0,The work in Sales Representative is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"sales, representative, challenges, balance, overtime",0,62.34967938322225,0,Medium,0.24719980584173346
1199,Sales,6,Sales Executive,5368,33,Yes,16,85,4,3,3,0,Great career growth opportunities in Sales Executive. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, sales",1,84.92951757100293,1,Low,0.12670669902730494
1200,Research & Development,3,Healthcare Representative,5347,36,No,26,52,3,1,2,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,52.67965183242263,0,Medium,0.3452523289154976
1201,Human Resources,2,Human Resources,3195,44,Yes,1,85,4,3,3,0,Great career growth opportunities in Human Resources. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.41111111111111115,0.5277777777777778,"great, career, growth, opportunities, human",1,84.9261182139127,1,Low,0.13311025438103669
1202,Research & Development,5,Laboratory Technician,3989,23,Yes,8,82,3,4,3,1,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",1,82.34564177472399,1,Low,0.13433456514288314
1203,Research & Development,0,Laboratory Technician,3306,38,No,4,75,3,4,2,0,Very satisfied with my role after 0 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,74.90364403151273,1,Low,0.1807793565737813
1204,Research & Development,4,Healthcare Representative,7005,53,No,24,78,4,2,3,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",0,77.50322225442692,1,Low,0.16178459205663454
1205,Sales,9,Sales Representative,2655,48,Yes,7,82,3,4,3,1,I really appreciate the Sales team culture. Work-life balance is excellent and management is supportive.,0.8357,0.426,0.574,0.0,Positive,0.5666666666666667,0.7333333333333334,"sales, team, culture, balance, excellent",1,82.34546837537576,1,Low,0.12718227983818517
1206,Research & Development,1,Laboratory Technician,1393,32,No,2,72,2,4,3,1,Great career growth opportunities in Laboratory Technician. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, laboratory",0,72.34031635211502,1,Low,0.22568373161859343
1207,Research & Development,7,Laboratory Technician,2570,26,No,7,92,4,4,3,0,Very satisfied with my role after 7 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,92.35180291896886,1,Low,0.10039217019180645
1208,Research & Development,4,Research Scientist,3537,55,No,22,50,2,1,3,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,50.111803764880065,0,Medium,0.35326028176382207
1209,Research & Development,15,Laboratory Technician,3986,34,No,5,85,4,2,4,0,Very satisfied with my role after 15 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,84.9721885081939,1,Low,0.07505834603364851
1210,Research & Development,1,Healthcare Representative,10883,60,No,1,92,4,3,4,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",0,92.3207097598165,1,Low,0.05533339211441643
1211,Research & Development,14,Laboratory Technician,2028,33,No,21,58,2,2,3,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,57.54657352068031,0,Medium,0.2533954956150866
1212,Sales,6,Sales Executive,9525,37,No,1,78,4,3,2,0,I really appreciate the Sales team culture. Work-life balance is excellent and management is supportive.,0.8357,0.426,0.574,0.0,Positive,0.5666666666666667,0.7333333333333334,"sales, team, culture, balance, excellent",0,77.48423529031713,1,Low,0.07654048015845591
1213,Research & Development,10,Research Scientist,2929,34,No,19,78,4,2,3,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",0,77.5347063363166,1,Low,0.16678715765782148
1214,Sales,3,Sales Representative,2275,23,Yes,7,85,4,3,3,1,I really appreciate the Sales team culture. Work-life balance is excellent and management is supportive.,0.8357,0.426,0.574,0.0,Positive,0.5666666666666667,0.7333333333333334,"sales, team, culture, balance, excellent",1,84.94076324711376,1,Low,0.15191310702519573
1215,Research & Development,8,Healthcare Representative,7879,44,Yes,2,85,4,3,3,0,Very satisfied with my role after 8 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",1,84.92423627814624,1,Low,0.06527468370609132
1216,Research & Development,5,Research Scientist,4930,35,Yes,2,78,4,1,4,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",1,77.54593400432692,1,Low,0.12237633335620621
1217,Sales,10,Sales Executive,7847,43,Yes,2,92,4,4,3,0,Great career growth opportunities in Sales Executive. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, sales",1,92.33148894664124,1,Low,0.05344496423486117
1218,Research & Development,5,Research Scientist,4401,24,No,9,75,3,3,3,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",0,74.9341968865315,1,Low,0.15831771189842728
1219,Sales,10,Sales Executive,9241,41,No,6,82,3,4,3,0,I really appreciate the Sales team culture. Work-life balance is excellent and management is supportive.,0.8357,0.426,0.574,0.0,Positive,0.5666666666666667,0.7333333333333334,"sales, team, culture, balance, excellent",0,82.3263097237285,1,Low,0.06620876397003254
1220,Research & Development,5,Laboratory Technician,2974,29,No,9,82,3,4,3,0,Great career growth opportunities in Laboratory Technician. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, laboratory",0,82.34240605201228,1,Low,0.15278878935697132
1221,Sales,13,Sales Representative,4502,36,No,2,78,4,3,2,0,Great career growth opportunities in Sales Representative. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, sales",0,77.51103145125116,1,Low,0.09578399166940424
1222,Research & Development,23,Healthcare Representative,10748,45,No,1,68,3,3,2,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,67.50628056272917,2,Low,0.043682686117647175
1223,Human Resources,1,Human Resources,1555,24,No,22,82,3,4,3,1,Very satisfied with my role after 1 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,82.3455063502368,1,Low,0.23248314087609664
1224,Sales,23,Sales Executive,12936,47,No,9,60,3,3,1,1,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,60.06833364486448,2,Low,0.05303119565392302
1225,Research & Development,3,Laboratory Technician,2305,26,No,17,90,3,4,4,0,Very satisfied with my role after 3 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,89.77525598099884,1,Low,0.15311960112969952
1226,Research & Development,21,Research Director,16704,45,No,28,72,2,4,3,0,Great career growth opportunities in Research Director. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, research",0,72.3159470575131,2,Low,0.04542306321554468
1227,Research & Development,5,Research Scientist,3433,32,No,10,52,3,1,2,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,52.694947332265684,0,Medium,0.2758950763001643
1228,Research & Development,5,Laboratory Technician,3477,31,No,2,75,3,2,4,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",0,74.956882882404,1,Low,0.15032776724398653
1229,Human Resources,3,Human Resources,6430,41,No,4,65,2,3,3,0,The work in Human Resources is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.16666666666666666,0.5333333333333333,"human, resources, okay, challenges, balance",0,64.92314787064016,0,Medium,0.15092442944505588
1230,Research & Development,1,Manufacturing Director,6516,40,Yes,8,48,1,2,3,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",1,47.514674892851936,0,Medium,0.26492710449861495
1231,Research & Development,6,Laboratory Technician,3907,24,No,29,55,1,2,4,0,Decent experience in Research & Development but career advancement opportunities could be better after 6 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",0,54.959254054875956,0,Medium,0.35034731481427017
1232,Research & Development,10,Healthcare Representative,5562,46,No,13,65,2,3,3,0,The work in Healthcare Representative is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"healthcare, representative, challenges, balance, overtime",0,64.93454238942763,0,Medium,0.14870009515335267
1233,Research & Development,7,Manufacturing Director,6883,35,No,27,82,3,4,3,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",0,82.33043037105196,1,Low,0.1399049585552601
1234,Research & Development,10,Research Scientist,2862,30,No,16,70,4,2,2,0,Very satisfied with my role after 10 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,70.10979284608162,1,Low,0.1851559214034167
1235,Sales,1,Sales Executive,4978,47,No,2,50,2,3,1,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,50.05899580187194,0,Medium,0.27129249735267974
1236,Sales,10,Sales Executive,10368,46,Yes,2,78,4,3,2,0,Very satisfied with my role after 10 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",1,77.4890464827655,2,Low,0.05827880891686098
1237,Sales,2,Sales Executive,6134,36,Yes,13,48,1,2,3,1,The work in Sales Executive is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"sales, executive, okay, challenges, balance",1,47.51991917699199,0,Medium,0.2815414961707596
1238,Sales,0,Sales Executive,6735,32,No,1,50,2,1,3,1,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,50.10328530489468,0,Medium,0.24202670426723719
1239,Research & Development,3,Laboratory Technician,3295,23,No,4,50,2,3,1,0,Decent experience in Research & Development but career advancement opportunities could be better after 3 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",0,50.076682778458895,0,Medium,0.303885789657228
1240,Research & Development,5,Manufacturing Director,5238,31,No,24,85,4,4,2,0,Great career growth opportunities in Manufacturing Director. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, director",0,84.90360480651634,1,Low,0.15490372681416023
1241,Research & Development,9,Laboratory Technician,6472,39,Yes,1,92,4,4,3,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",1,92.33738463810147,1,Low,0.06033157333222879
1242,Sales,4,Sales Executive,9610,32,No,19,68,3,4,1,0,The work in Sales Executive is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"sales, executive, okay, challenges, balance",0,67.46540531241023,0,Medium,0.13639731443745057
1243,Sales,21,Manager,19833,40,No,7,50,2,2,2,0,The work in Manager is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.198,0.802,0.0,Positive,0.25,0.75,"manager, challenges, balance, overtime, requirements",0,50.07271758330045,2,Low,0.03501018015556061
1244,Human Resources,5,Human Resources,9756,45,No,4,82,3,3,4,0,Very satisfied with my role after 5 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,82.33978579586093,1,Low,0.07027797665615415
1245,Research & Development,9,Research Scientist,4968,30,No,2,62,1,4,3,0,Decent experience in Research & Development but career advancement opportunities could be better after 9 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",0,62.344288528170225,1,Low,0.15904302109447957
1246,Human Resources,2,Human Resources,2145,24,No,10,70,4,1,3,0,Excellent leadership in Human Resources. Flexibility with schedule and clear communication from management.,0.8271,0.465,0.535,0.0,Positive,0.3666666666666667,0.49444444444444446,"excellent, leadership, human, resources, flexibility",0,70.12227297943691,1,Low,0.2419732125609561
1247,Human Resources,4,Human Resources,2180,30,No,8,78,4,3,2,1,Great career growth opportunities in Human Resources. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.41111111111111115,0.5277777777777778,"great, career, growth, opportunities, human",0,77.5062268343992,1,Low,0.1837892290205164
1248,Sales,5,Sales Executive,8346,31,No,5,60,3,1,3,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,60.10619969119509,0,Medium,0.15000887834993318
1249,Research & Development,6,Research Scientist,3445,27,No,8,78,4,3,2,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",0,77.50786063532902,1,Low,0.15052121281523018
1250,Sales,2,Sales Representative,2760,29,No,9,58,2,2,3,1,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,57.53038714424879,0,Medium,0.27428134537399357
1251,Research & Development,3,Healthcare Representative,6294,29,Yes,1,90,3,4,4,0,Great career growth opportunities in Healthcare Representative. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, healthcare",1,89.76108701536891,1,Low,0.08489861453659041
1252,Sales,7,Sales Executive,7140,30,No,15,55,1,3,3,0,Decent experience in Sales but career advancement opportunities could be better after 7 years.,0.8047,0.377,0.623,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, sales, career, advancement",0,54.926183570220594,0,Medium,0.21536533916000739
1253,Research & Development,5,Research Scientist,2932,34,Yes,2,92,4,4,3,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",1,92.34448232938345,1,Low,0.09991755617161828
1254,Sales,11,Sales Executive,5147,33,No,2,65,2,4,2,0,Decent experience in Sales but career advancement opportunities could be better after 11 years.,0.8047,0.377,0.623,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, sales, career, advancement",0,64.91593853355394,1,Low,0.13455327273828907
1255,Sales,5,Sales Executive,4507,49,No,11,100,4,4,4,0,Great career growth opportunities in Sales Executive. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, sales",0,99.75783668979551,1,Low,0.08552676268337958
1256,Sales,0,Sales Executive,8564,33,Yes,16,32,1,1,2,1,Limited career growth in Sales Executive despite 0 years tenure. Feeling undervalued and underpaid.,0.296,0.241,0.647,0.112,Positive,-0.07142857142857142,0.14285714285714285,"limited, career, growth, sales, tenure",1,32.673405888113486,0,Medium,0.3687567088713496
1257,Research & Development,6,Laboratory Technician,2468,38,No,2,58,2,3,2,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,57.508685822221324,0,Medium,0.23164110003124896
1258,Sales,1,Sales Executive,8161,31,No,16,60,3,1,3,1,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,60.0996433823951,0,Medium,0.2143806565317762
1259,Research & Development,1,Research Scientist,2109,29,No,4,62,1,4,3,0,Decent experience in Research & Development but career advancement opportunities could be better after 1 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",0,62.340878123336125,1,Low,0.2709177435914518
1260,Research & Development,7,Healthcare Representative,5294,30,No,16,75,3,3,3,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",0,74.93138662549804,1,Low,0.15593479298931312
1261,Research & Development,7,Research Scientist,2718,32,No,5,58,2,2,3,0,Decent experience in Research & Development but career advancement opportunities could be better after 7 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",0,57.532961765044234,1,Low,0.23748658743172793
1262,Research & Development,1,Healthcare Representative,5811,38,Yes,18,78,4,2,3,0,Great career growth opportunities in Healthcare Representative. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, healthcare",1,77.51060195273001,1,Low,0.1824251827197682
1263,Research & Development,1,Research Scientist,2437,43,Yes,17,75,3,3,3,1,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",1,74.92784188703662,1,Low,0.2451467473826609
1264,Research & Development,5,Laboratory Technician,2766,42,No,12,50,2,2,2,0,Decent experience in Research & Development but career advancement opportunities could be better after 5 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",0,50.09521927876127,0,Medium,0.3350388826299214
1265,Research & Development,1,Research Director,19038,55,No,2,55,1,3,3,0,Decent experience in Research & Development but career advancement opportunities could be better after 1 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",0,54.8677887254033,2,Low,0.07556808606576296
1266,Research & Development,9,Research Scientist,3055,33,No,4,65,2,4,2,0,The work in Research Scientist is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"research, scientist, challenges, balance, overtime",0,64.92484913043899,0,Medium,0.16085307660380063
1267,Research & Development,5,Laboratory Technician,2289,41,No,9,55,1,3,3,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,54.93558298642381,0,Medium,0.2908619988759936
